,SalePrice,Lot.Area,Gr.Liv.Area,Heating.QC,Central.Air
689,127000,7936,1045,Tipico_pobre,SI
690,109500,6600,894,Bueno,NO
691,115000,3950,1224,Tipico_pobre,SI
692,110000,10440,1230,Bueno,SI
693,128900,4080,1378,Bueno,SI
694,103500,10307,1944,Bueno,NO
695,66500,5720,1131,Excelente,SI
696,130000,15660,1306,Tipico_pobre,SI
697,129000,9900,1464,Excelente,SI
698,150000,6406,1558,Tipico_pobre,SI
699,107500,6600,2372,Tipico_pobre,NO
700,94550,7627,1701,Bueno,NO
701,124500,7596,1960,Bueno,SI
702,135000,3378,1389,Bueno,SI
703,103000,10134,1447,Bueno,NO
704,93000,6000,936,Tipico_pobre,NO
705,129500,6000,1328,Tipico_pobre,SI
706,93000,6000,1387,Tipico_pobre,SI
707,80000,7404,861,Tipico_pobre,SI
708,45000,5925,612,Tipico_pobre,NO
709,37900,5925,968,Tipico_pobre,NO
710,91300,5784,886,Bueno,SI
711,99500,8520,792,Tipico_pobre,SI
712,113000,4456,1452,Bueno,SI
713,87500,9600,1510,Tipico_pobre,SI
714,110000,3500,1284,Tipico_pobre,SI
715,106000,8100,2138,Tipico_pobre,NO
716,265979,11700,2640,Tipico_pobre,NO
717,160000,8400,2007,Bueno,SI
718,119000,3600,1288,Excelente,SI
719,168000,17671,1742,Bueno,SI
720,58500,3300,816,Excelente,SI
721,143000,9000,1482,Excelente,SI
722,85000,7200,1022,Tipico_pobre,NO
723,124900,8820,1869,Tipico_pobre,SI
724,119000,5400,1480,Excelente,SI
725,146500,9720,1521,Excelente,SI
726,34900,7879,720,Tipico_pobre,NO
727,44000,9392,797,Tipico_pobre,NO
728,223500,21384,1576,Excelente,SI
729,149000,6615,1432,Tipico_pobre,NO
730,205000,7264,1548,Bueno,NO
731,137000,4960,1654,Excelente,SI
732,121000,8854,952,Tipico_pobre,NO
733,128000,6000,1324,Tipico_pobre,SI
734,134900,6000,1176,Tipico_pobre,SI
735,117000,6000,1348,Excelente,SI
736,132500,6000,1412,Excelente,SI
737,93000,6000,1142,Bueno,SI
738,119000,6000,904,Bueno,SI
739,100000,6911,1301,Tipico_pobre,SI
740,141500,6120,1539,Tipico_pobre,SI
741,133000,6120,1573,Excelente,SI
742,60000,6120,800,Tipico_pobre,NO
743,105000,6120,875,Tipico_pobre,SI
744,115000,6120,995,Bueno,SI
745,150000,6120,1582,Tipico_pobre,SI
746,126500,8635,1072,Tipico_pobre,SI
747,214500,11888,2134,Bueno,NO
748,167500,11414,2019,Tipico_pobre,NO
749,155000,8094,1768,Bueno,SI
750,155000,2500,1826,Excelente,SI
751,179900,9928,1944,Tipico_pobre,SI
752,104000,5520,2229,Excelente,SI
753,62500,3000,2128,Tipico_pobre,NO
754,149000,6876,1930,Tipico_pobre,SI
755,103000,6240,1208,Tipico_pobre,SI
756,123000,5775,1427,Excelente,SI
757,97500,5852,1864,Tipico_pobre,NO
758,135000,5160,1666,Tipico_pobre,SI
759,70000,5160,892,Tipico_pobre,SI
760,116000,10320,1403,Excelente,SI
761,88750,4280,704,Excelente,SI
762,179000,10800,1200,Tipico_pobre,SI
763,179000,10800,1200,Tipico_pobre,SI
764,159900,10547,1152,Tipico_pobre,SI
765,61000,10020,904,Bueno,NO
766,103600,6629,1369,Tipico_pobre,NO
767,63000,9780,1112,Tipico_pobre,NO
768,175000,12886,1464,Excelente,SI
769,139000,8816,1121,Tipico_pobre,SI
770,172500,11184,1683,Bueno,SI
771,113500,11625,1052,Tipico_pobre,SI
772,130000,7800,899,Excelente,SI
773,149900,8014,1034,Tipico_pobre,SI
774,134900,7252,858,Tipico_pobre,SI
775,137000,8740,860,Tipico_pobre,SI
776,139000,11616,1092,Tipico_pobre,SI
777,165000,15400,1774,Tipico_pobre,SI
778,148000,15312,1138,Excelente,SI
779,165000,15584,2071,Excelente,SI
780,63900,9000,660,Tipico_pobre,NO
781,161500,11250,1788,Excelente,SI
782,143000,25095,1473,Excelente,SI
783,135000,17140,1229,Excelente,SI
784,82500,12342,861,Excelente,SI
785,190000,10708,1867,Excelente,SI
786,139600,13680,1733,Excelente,SI
787,122000,15635,1383,Tipico_pobre,SI
788,127500,9855,1689,Tipico_pobre,SI
789,121500,9571,1073,Tipico_pobre,SI
790,60000,9571,1276,Tipico_pobre,SI
791,154400,9350,1639,Excelente,SI
792,113000,9340,672,Tipico_pobre,SI
793,125000,7440,1089,Tipico_pobre,SI
794,84000,11500,845,Excelente,NO
795,139500,4235,1049,Tipico_pobre,SI
796,131000,11409,1716,Bueno,SI
797,105000,9060,1258,Tipico_pobre,SI
798,108000,9084,1510,Tipico_pobre,SI
799,162000,10778,1061,Bueno,SI
800,156500,19255,1338,Bueno,SI
801,316600,12327,2132,Excelente,SI
802,271900,14684,2196,Bueno,SI
803,213000,9317,1775,Excelente,SI
804,239900,10560,1879,Excelente,SI
805,239500,9828,2020,Excelente,SI
806,131000,26400,2016,Excelente,SI
807,118964,7018,1535,Tipico_pobre,SI
808,153337,7018,1224,Tipico_pobre,SI
809,147983,7018,2228,Tipico_pobre,SI
810,118858,7018,1535,Tipico_pobre,SI
811,118858,7018,1535,Tipico_pobre,SI
812,142953,7018,2240,Tipico_pobre,SI
813,148325,7040,1229,Tipico_pobre,SI
814,113722,7007,1513,Tipico_pobre,SI
815,269500,11855,2787,Excelente,SI
816,269500,7939,2787,Excelente,SI
817,269500,7976,2787,Excelente,SI
818,323262,10933,1680,Excelente,SI
819,297000,10637,1718,Excelente,SI
820,295493,10226,1630,Excelente,SI
821,332000,10816,1720,Excelente,SI
822,239900,9178,1468,Excelente,SI
823,212000,10769,1768,Excelente,SI
824,272500,11422,1838,Excelente,SI
825,239000,11923,1800,Excelente,SI
826,220000,8814,1604,Excelente,SI
827,200000,6762,1290,Excelente,SI
828,221800,10324,1254,Excelente,SI
829,194500,7314,1232,Excelente,SI
830,237000,11645,1498,Excelente,SI
831,173000,11646,1422,Excelente,SI
832,275000,12800,1644,Bueno,SI
833,233500,16698,1759,Bueno,SI
834,185000,28698,2126,Tipico_pobre,SI
835,152000,12464,1040,Bueno,SI
836,143000,9757,990,Excelente,SI
837,231500,15426,1764,Excelente,SI
838,212000,10667,1661,Excelente,SI
839,207000,14753,1463,Excelente,SI
840,145000,10859,1097,Excelente,SI
841,138000,8072,990,Excelente,SI
842,197900,10400,1779,Excelente,SI
843,204000,10335,1501,Excelente,SI
844,192000,9017,1431,Excelente,SI
845,200000,8750,1772,Excelente,SI
846,195000,8935,1660,Excelente,SI
847,227000,9808,1573,Excelente,SI
848,230000,12420,1840,Excelente,SI
849,187100,16285,1430,Excelente,SI
850,203000,10739,1444,Excelente,SI
851,201000,11166,1492,Excelente,SI
852,124000,8430,1040,Tipico_pobre,SI
853,140000,16269,907,Tipico_pobre,SI
854,134900,6950,914,Tipico_pobre,SI
855,150500,8800,1040,Tipico_pobre,SI
856,136500,7000,864,Excelente,SI
857,143500,9286,1268,Tipico_pobre,SI
858,133500,15523,864,Excelente,SI
859,123000,7200,894,Tipico_pobre,SI
860,133900,7200,768,Bueno,SI
861,133000,8445,768,Tipico_pobre,SI
862,250000,11664,1611,Excelente,SI
863,254750,12334,2184,Excelente,SI
864,236500,11838,1788,Excelente,SI
865,261500,11885,1872,Excelente,SI
866,313000,11050,2153,Excelente,SI
867,198500,8749,1725,Excelente,SI
868,211000,11250,1870,Excelente,SI
869,220000,15750,1513,Excelente,SI
870,203000,11883,1504,Excelente,SI
871,279500,12782,1828,Excelente,SI
872,210000,8750,1417,Excelente,SI
873,219500,9375,2034,Excelente,SI
874,191000,8750,1716,Excelente,SI
875,178000,9100,1212,Excelente,SI
876,213000,9750,1630,Excelente,SI
877,144000,4435,848,Excelente,SI
878,140000,4435,848,Excelente,SI
879,293200,10200,1602,Excelente,SI
880,190000,9313,1728,Excelente,SI
881,190000,8487,1500,Excelente,SI
882,173500,8633,1476,Excelente,SI
883,170000,11069,1396,Excelente,SI
884,108000,8777,1126,Excelente,SI
885,167000,9937,1486,Excelente,SI
886,100000,8877,816,Excelente,SI
887,198500,7301,1922,Excelente,SI
888,159500,7950,1426,Tipico_pobre,SI
889,127000,10682,1149,Tipico_pobre,SI
890,125000,7200,1125,Excelente,SI
891,320000,13286,1698,Excelente,SI
892,145500,3675,1072,Bueno,SI
893,118000,9405,698,Excelente,SI
894,85000,6410,876,Tipico_pobre,SI
895,120000,11767,1368,Tipico_pobre,SI
896,98000,8405,1529,Tipico_pobre,NO
897,99900,4060,864,Excelente,SI
898,82000,10206,944,Tipico_pobre,NO
899,119900,10926,1678,Tipico_pobre,SI
900,103500,11767,1560,Excelente,SI
901,112000,8926,960,Excelente,SI
902,110000,12354,1196,Bueno,SI
903,122000,8212,1298,Excelente,SI
904,117000,10998,1604,Excelente,SI
905,160000,6300,1268,Tipico_pobre,SI
906,159434,4500,1520,Excelente,SI
907,60000,8400,438,Tipico_pobre,NO
908,139500,9900,1489,Tipico_pobre,SI
909,197000,15863,3082,Excelente,SI
910,105000,5707,1242,Bueno,SI
911,135000,7804,1981,Tipico_pobre,SI
912,147500,8574,1232,Excelente,SI
913,137450,6171,1608,Excelente,SI
914,155000,7200,1135,Excelente,SI
915,177000,7558,1913,Bueno,SI
916,145000,6292,1477,Bueno,SI
917,137000,7155,1228,Excelente,SI
918,234000,10918,2080,Excelente,SI
919,205000,13680,1567,Excelente,SI
920,177500,7500,1494,Tipico_pobre,SI
921,160000,9600,1308,Excelente,SI
922,155000,14680,1273,Excelente,SI
923,163500,13360,964,Excelente,SI
924,154900,7681,1343,Excelente,SI
925,205000,8145,2480,Excelente,SI
926,144800,9100,1112,Excelente,SI
927,174500,12000,1564,Excelente,SI
928,193000,13339,1561,Tipico_pobre,SI
929,158000,15600,1523,Tipico_pobre,NO
930,158500,14000,1152,Excelente,SI
931,224000,17500,1906,Excelente,SI
932,115000,1733,1032,Tipico_pobre,SI
933,137000,1488,1229,Tipico_pobre,SI
934,121000,1612,1229,Tipico_pobre,SI
935,124000,1300,1229,Tipico_pobre,SI
936,208000,13607,1982,Bueno,SI
937,315000,17597,2365,Tipico_pobre,SI
938,222000,21695,1680,Excelente,SI
939,147000,10690,1344,Bueno,SI
940,123000,8660,2168,Excelente,NO
941,78000,6402,1192,Tipico_pobre,NO
942,85000,8470,1526,Tipico_pobre,NO
943,75000,10200,572,Tipico_pobre,NO
944,230000,3843,1648,Excelente,SI
945,57625,21780,810,Tipico_pobre,NO
946,251000,10125,2052,Excelente,SI
947,239686,12822,2149,Excelente,SI
948,240000,12118,1710,Excelente,SI
949,215000,12209,1961,Excelente,SI
950,156450,9750,926,Excelente,SI
951,173000,9360,1287,Tipico_pobre,SI
952,126000,10125,1734,Tipico_pobre,SI
953,173000,9947,1217,Excelente,SI
954,152000,11070,1595,Tipico_pobre,SI
955,137500,14375,1344,Bueno,SI
956,375000,215245,2036,Tipico_pobre,SI
957,315500,12898,1620,Excelente,SI
958,224500,13159,1692,Bueno,SI
959,410000,13438,2036,Excelente,SI
960,316500,14463,1641,Excelente,SI
961,201000,8925,1466,Excelente,SI
962,175000,11457,1412,Tipico_pobre,SI
963,204000,9839,2237,Excelente,SI
964,213500,14419,1479,Excelente,SI
965,220000,6853,1296,Excelente,SI
966,170000,9157,2014,Excelente,SI
967,315000,14601,1838,Excelente,SI
968,425000,12633,1978,Excelente,SI
969,139500,12518,1008,Bueno,SI
970,115000,21750,1771,Tipico_pobre,SI
971,162000,4500,1204,Excelente,SI
972,165000,4500,1224,Excelente,SI
973,91000,1596,988,Tipico_pobre,SI
974,130000,9858,874,Tipico_pobre,SI
975,86000,1526,630,Tipico_pobre,SI
976,160000,13383,1404,Excelente,SI
977,80000,1477,630,Tipico_pobre,SI
978,97000,1533,1344,Tipico_pobre,SI
979,88000,2217,1092,Tipico_pobre,SI
980,131900,7689,796,Bueno,SI
981,131250,7706,1091,Excelente,SI
982,165500,9101,1110,Excelente,SI
983,112000,8780,833,Excelente,SI
984,149000,7669,883,Tipico_pobre,SI
985,143000,14115,1362,Excelente,SI
986,130000,10429,1287,Tipico_pobre,SI
987,196000,9819,1567,Tipico_pobre,SI
988,173000,10457,1632,Excelente,SI
989,176500,11029,1414,Excelente,SI
990,237500,12925,2117,Excelente,SI
991,206900,11075,2112,Tipico_pobre,SI
992,187500,8702,1604,Excelente,SI
993,165000,8139,1470,Bueno,SI
994,195500,9535,1604,Excelente,SI
995,192000,9042,1638,Bueno,SI
996,173000,15038,1636,Bueno,SI
997,177900,14137,1384,Bueno,SI
998,175000,21872,1446,Excelente,SI
999,286000,4923,1593,Excelente,SI
1000,247900,6264,1682,Excelente,SI
1001,180000,5395,1337,Bueno,SI
1002,180000,5070,1280,Excelente,SI
1003,181000,10839,1604,Excelente,SI
1004,183000,11184,1633,Bueno,SI
1005,188000,8000,1658,Bueno,SI
1006,194500,10832,1895,Excelente,SI
1007,185000,14067,1709,Bueno,SI
1008,189000,4671,1228,Bueno,SI
1009,188500,5950,1337,Bueno,SI
1010,355000,13543,2500,Excelente,SI
1011,325000,11198,2504,Excelente,SI
1012,387000,15401,1884,Excelente,SI
1013,115000,31220,1474,Tipico_pobre,SI
1014,334000,8118,1710,Excelente,SI
1015,133000,47280,1488,Bueno,SI
1016,215000,20544,2093,Bueno,SI
1017,226500,12680,1688,Excelente,SI
1018,175500,12090,1422,Tipico_pobre,SI
1019,181900,10825,1260,Tipico_pobre,SI
1020,235000,18559,2064,Tipico_pobre,SI
1021,220000,14450,1782,Tipico_pobre,SI
1022,272000,12227,2872,Tipico_pobre,SI
1023,161000,13068,1211,Tipico_pobre,SI
1024,175000,15611,1126,Tipico_pobre,SI
1025,185000,10400,2044,Tipico_pobre,SI
1026,146900,9743,1308,Bueno,SI
1027,292500,12511,2840,Excelente,SI
1028,180000,11361,1523,Tipico_pobre,SI
1029,159900,10400,1444,Tipico_pobre,SI
1030,205000,10480,1964,Tipico_pobre,SI
1031,157000,10000,1178,Bueno,SI
1032,306000,14311,2340,Excelente,SI
1033,133000,9000,1792,Tipico_pobre,SI
1034,151000,9750,1054,Bueno,SI
1035,111900,10295,936,Tipico_pobre,SI
1036,123000,7560,864,Tipico_pobre,SI
1037,111250,12735,864,Tipico_pobre,SI
1038,181000,4060,1337,Excelente,SI
1039,103400,1680,987,Tipico_pobre,SI
1040,100000,1680,987,Tipico_pobre,SI
1041,100500,1890,987,Bueno,SI
1042,106000,1869,987,Tipico_pobre,SI
1043,85400,1680,987,Tipico_pobre,SI
1044,89500,1680,987,Tipico_pobre,SI
1045,111750,1680,1302,Tipico_pobre,SI
1046,140000,4043,1069,Tipico_pobre,SI
1047,143000,2308,1456,Bueno,SI
1048,148500,2529,1055,Tipico_pobre,SI
1049,110000,9477,892,Tipico_pobre,SI
1050,394617,12444,1932,Excelente,SI
1051,426000,12474,2332,Excelente,SI
1052,385000,14803,2084,Excelente,SI
1053,446261,14948,2713,Excelente,SI
1054,317500,12704,1582,Excelente,SI
1055,372402,13891,1710,Excelente,SI
1056,417500,13693,2464,Excelente,SI
1057,383000,14418,1950,Excelente,SI
1058,390000,13418,2748,Excelente,SI
1059,460000,12539,2790,Excelente,SI
1060,379000,12151,2331,Excelente,SI
1061,250000,8899,2088,Excelente,SI
1062,316000,10574,2332,Excelente,SI
1063,615000,12720,2470,Excelente,SI
1064,412500,13688,2668,Excelente,SI
1065,284000,10625,2046,Excelente,SI
1066,284000,10845,1575,Excelente,SI
1067,421250,16900,2649,Excelente,SI
1068,370000,16451,2690,Excelente,SI
1069,336860,10110,1866,Excelente,SI
1070,367294,8769,1702,Excelente,SI
1071,192000,12304,1367,Excelente,SI
1072,274000,12677,1518,Excelente,SI
1073,266000,8849,1684,Excelente,SI
1074,370967,8232,1800,Excelente,SI
1075,234250,6240,1342,Excelente,SI
1076,219500,6240,1342,Excelente,SI
1077,155000,2448,1626,Excelente,SI
1078,154000,2448,1626,Excelente,SI
1079,207000,8198,1358,Excelente,SI
1080,195000,3940,1455,Excelente,SI
1081,219990,3940,1576,Excelente,SI
1082,191000,3182,1504,Excelente,SI
1083,159895,3182,1266,Excelente,SI
1084,187687,3710,1246,Excelente,SI
1085,179000,9024,1515,Excelente,SI
1086,193000,7415,1593,Excelente,SI
1087,190000,9587,1166,Excelente,SI
1088,176000,8029,1456,Excelente,SI
1089,188000,8010,1720,Excelente,SI
1090,213000,8396,1986,Excelente,SI
1091,217300,7301,1358,Excelente,SI
1092,186500,10261,1792,Excelente,SI
1093,226750,8220,1892,Excelente,SI
1094,184000,15384,1490,Excelente,SI
1095,176000,7750,1414,Excelente,SI
1096,225000,12460,2322,Excelente,SI
1097,185900,8390,1651,Excelente,SI
1098,284500,9660,2199,Excelente,SI
1099,315000,9200,2630,Bueno,SI
1100,250000,14260,2198,Excelente,SI
1101,291000,11000,2172,Excelente,SI
1102,350000,11675,2006,Excelente,SI
1103,279500,10990,2125,Excelente,SI
1104,290000,11929,2501,Excelente,SI
1105,350000,10437,2113,Excelente,SI
1106,341000,10542,2418,Excelente,SI
1107,287500,10010,2197,Excelente,SI
1108,271000,10944,2127,Excelente,SI
1109,301500,14303,1987,Excelente,SI
1110,235128,11932,1580,Excelente,SI
1111,214000,14598,1933,Excelente,SI
1112,232000,11957,1574,Excelente,SI
1113,240000,13253,1578,Bueno,SI
1114,264132,14587,1506,Excelente,SI
1115,245000,10206,1563,Excelente,SI
1116,227680,12274,1428,Excelente,SI
1117,257000,9801,1861,Excelente,SI
1118,297900,9428,1874,Excelente,SI
1119,247000,10037,1460,Excelente,SI
1120,212700,8640,1372,Excelente,SI
1121,250580,8640,1372,Excelente,SI
1122,182000,11639,1428,Excelente,SI
1123,226700,9803,1768,Bueno,SI
1124,250000,9375,1992,Excelente,SI
1125,250000,10625,1958,Excelente,SI
1126,339750,10800,2078,Excelente,SI
1127,205950,8125,1665,Excelente,SI
1128,256000,10625,1660,Excelente,SI
1129,230348,7500,1218,Excelente,SI
1130,207500,8791,1728,Excelente,SI
1131,141000,7500,1080,Excelente,SI
1132,188000,10110,1696,Excelente,SI
1133,192500,12774,1663,Excelente,SI
1134,146000,13072,1175,Excelente,SI
1135,159000,13695,1114,Excelente,SI
1136,155000,13695,1114,Excelente,SI
1137,173000,8366,1640,Excelente,SI
1138,170000,9260,1162,Excelente,SI
1139,182000,8453,1609,Excelente,SI
1140,163000,8480,1680,Excelente,SI
1141,193500,8125,1679,Excelente,SI
1142,189000,14565,1657,Excelente,SI
1143,190500,8450,1677,Excelente,SI
1144,175000,8285,1737,Bueno,SI
1145,179200,7153,1294,Bueno,SI
1146,187000,9291,1710,Excelente,SI
1147,193000,8012,1617,Excelente,SI
1148,153900,7892,1199,Excelente,SI
1149,128000,9100,984,Tipico_pobre,SI
1150,144000,12968,912,Tipico_pobre,SI
1151,135000,8100,864,Excelente,SI
1152,115000,8450,890,Bueno,NO
1153,119916,6360,864,Tipico_pobre,SI
1154,142000,6768,912,Bueno,SI
1155,192000,19508,1430,Tipico_pobre,SI
1156,140000,10759,1641,Tipico_pobre,SI
1157,290000,9205,2683,Excelente,SI
1158,372500,11025,2786,Excelente,SI
1159,196000,4282,1391,Excelente,SI
1160,171900,4017,1250,Excelente,SI
1161,178000,3435,1245,Excelente,SI
1162,165000,3180,1200,Excelente,SI
1163,146000,3180,1392,Excelente,SI
1164,146000,3604,1392,Excelente,SI
1165,179400,2280,1501,Bueno,SI
1166,172900,2280,1549,Bueno,SI
1167,300000,4765,1638,Excelente,SI
1168,285000,4538,1310,Excelente,SI
1169,290000,4385,1419,Excelente,SI
1170,305000,4109,1557,Excelente,SI
1171,328900,5119,1709,Excelente,SI
1172,160000,2160,1252,Excelente,SI
1173,170000,2160,1404,Excelente,SI
1174,223000,10646,1789,Excelente,SI
1175,170000,2645,1586,Excelente,SI
1176,200000,2645,1607,Excelente,SI
1177,345000,3951,2393,Excelente,SI
1178,245500,14963,1288,Excelente,SI
1179,217500,11064,1239,Excelente,SI
1180,324000,10846,1719,Excelente,SI
1181,162500,11120,1232,Tipico_pobre,SI
1182,150000,24572,2944,Tipico_pobre,SI
1183,290000,16280,1671,Excelente,SI
1184,205000,7500,1812,Excelente,SI
1185,174000,10400,1682,Bueno,SI
1186,183000,11104,1427,Bueno,SI
1187,150000,11050,1740,Tipico_pobre,SI
1188,145000,11040,1258,Excelente,SI
1189,215000,15387,1620,Excelente,SI
1190,140500,9750,1625,Excelente,SI
1191,240000,10800,2614,Tipico_pobre,SI
1192,141000,8814,1464,Excelente,SI
1193,147000,8872,912,Excelente,SI
1194,135000,8125,925,Excelente,SI
1195,145000,11072,1728,Tipico_pobre,SI
1196,142600,13101,1728,Tipico_pobre,SI
1197,135000,9246,1656,Tipico_pobre,SI
1198,170000,13355,1670,Tipico_pobre,SI
1199,299800,8963,2715,Excelente,SI
1200,185000,9120,1876,Tipico_pobre,SI
1201,173000,9130,1632,Bueno,SI
1202,178400,12122,999,Bueno,SI
1203,176000,9900,1978,Bueno,SI
1204,98000,7785,1014,Tipico_pobre,SI
1205,109008,8593,907,Excelente,SI
1206,135750,8475,952,Excelente,SI
1207,155000,8700,1128,Bueno,SI
1208,180500,10175,1425,Bueno,SI
1209,174900,9020,1165,Tipico_pobre,SI
1210,140000,9200,1136,Tipico_pobre,SI
1211,145000,8250,1092,Excelente,SI
1212,179900,9350,1265,Bueno,SI
1213,168500,9020,1350,Tipico_pobre,SI
1214,140000,9900,1114,Tipico_pobre,SI
1215,145500,10007,1053,Excelente,SI
1216,142000,10721,1252,Excelente,SI
1217,141000,12493,1100,Tipico_pobre,SI
1218,153000,11332,1118,Excelente,SI
1219,72500,6627,720,Tipico_pobre,NO
1220,52000,4130,729,Bueno,SI
1221,118000,7420,1077,Excelente,SI
1222,87000,4882,906,Tipico_pobre,SI
1223,141500,9600,1496,Tipico_pobre,SI
1224,119000,9600,1252,Tipico_pobre,SI
1225,141500,9600,1337,Bueno,SI
1226,165500,9600,1661,Bueno,SI
1227,112900,7584,1036,Excelente,SI
1228,201800,13700,1820,Tipico_pobre,SI
1229,163000,10197,1362,Tipico_pobre,SI
1230,139950,7875,1144,Bueno,SI
1231,174000,8400,1537,Tipico_pobre,SI
1232,165000,9150,1431,Bueno,SI
1233,227000,14670,1988,Excelente,SI
1234,135000,7390,1098,Tipico_pobre,SI
1235,124000,9204,1144,Tipico_pobre,SI
1236,140000,7763,1283,Tipico_pobre,SI
1237,136500,8856,1176,Tipico_pobre,SI
1238,185000,9840,1440,Tipico_pobre,SI
1239,163000,9120,1261,Excelente,SI
1240,166800,13200,1570,Excelente,SI
1241,139000,9000,1196,Bueno,SI
1242,166000,11900,1392,Tipico_pobre,SI
1243,136000,9464,1080,Bueno,SI
1244,133000,10425,1104,Bueno,SI
1245,116000,11556,882,Excelente,SI
1246,137500,9373,1152,Tipico_pobre,SI
1247,130000,12774,950,Tipico_pobre,NO
1248,180000,14250,1790,Tipico_pobre,SI
1249,139000,7350,952,Tipico_pobre,SI
1250,110000,7677,773,Bueno,SI
1251,100000,8838,1764,Bueno,SI
1252,118500,8480,1216,Tipico_pobre,SI
1253,146000,12436,1824,Tipico_pobre,SI
1254,89900,10122,869,Tipico_pobre,NO
1255,114000,7506,1159,Tipico_pobre,SI
1256,140000,10930,1558,Tipico_pobre,SI
1257,86900,5400,672,Bueno,SI
1258,139000,10836,1436,Excelente,SI
1259,106250,10800,1294,Tipico_pobre,NO
1260,171000,9247,1716,Excelente,SI
1261,139000,10180,1044,Tipico_pobre,SI
1262,186000,11355,1312,Excelente,SI
1263,157000,10920,1253,Tipico_pobre,SI
1264,148000,12929,1081,Tipico_pobre,SI
1265,242000,27650,2069,Excelente,SI
1266,116000,8892,910,Bueno,SI
1267,94000,7200,876,Tipico_pobre,SI
1268,98300,7200,1048,Bueno,SI
1269,127000,7910,1507,Bueno,SI
1270,159000,8000,1256,Bueno,SI
1271,125900,8000,1027,Tipico_pobre,SI
1272,155000,7931,1269,Tipico_pobre,SI
1273,138000,8064,1320,Excelente,SI
1274,112500,6390,984,Tipico_pobre,SI
1275,105500,7227,832,Bueno,SI
1276,127500,7200,1278,Tipico_pobre,SI
1277,130000,8513,1800,Tipico_pobre,NO
1278,150000,7200,1588,Bueno,SI
1279,109500,7200,825,Tipico_pobre,SI
1280,140000,7056,1796,Tipico_pobre,SI
1281,167900,9760,1611,Tipico_pobre,SI
1282,136870,7590,1117,Excelente,SI
1283,143000,9836,1133,Bueno,NO
1284,73000,5232,764,Bueno,NO
1285,157500,10440,1539,Bueno,SI
1286,122600,9184,1323,Excelente,SI
1287,111000,4800,1360,Tipico_pobre,NO
1288,256000,10440,2792,Excelente,SI
1289,64000,4800,672,Tipico_pobre,SI
1290,139500,6000,1456,Bueno,SI
1291,118000,11426,1594,Bueno,SI
1292,200000,11426,2082,Excelente,SI
1293,119164,7628,1656,Bueno,SI
1294,122250,7308,1740,Bueno,NO
1295,120000,5400,1027,Tipico_pobre,SI
1296,155000,10800,1436,Tipico_pobre,SI
1297,78000,6756,899,Tipico_pobre,NO
1298,95000,5914,1080,Bueno,SI
1299,115000,6000,789,Excelente,SI
1300,147000,12000,1122,Excelente,SI
1301,140000,9000,1499,Excelente,SI
1302,46500,7311,407,Tipico_pobre,NO
1303,112500,6000,928,Bueno,SI
1304,107900,6000,901,Excelente,SI
1305,65000,12205,1588,Bueno,SI
1306,295000,18386,3493,Excelente,SI
1307,139500,9142,1627,Tipico_pobre,NO
1308,153900,12665,1416,Bueno,SI
1309,132000,5350,1450,Excelente,SI
1310,98000,4571,1344,Tipico_pobre,NO
1311,114000,9143,1017,Excelente,SI
1312,130000,9600,2350,Tipico_pobre,SI
1313,129500,9600,2058,Tipico_pobre,NO
1314,129400,6000,1540,Excelente,SI
1315,161000,9600,1378,Excelente,SI
1316,163000,10800,1912,Excelente,NO
1317,128000,6300,1484,Excelente,SI
1318,122000,5250,2358,Tipico_pobre,NO
1319,116900,5700,1111,Tipico_pobre,SI
1320,325000,13500,2775,Bueno,SI
1321,55000,11340,1086,Tipico_pobre,NO
1322,184000,10800,2495,Bueno,SI
1323,110000,9750,984,Bueno,SI
1324,131500,12150,1795,Excelente,NO
1325,97000,12702,882,Bueno,SI
1326,115500,8516,1093,Tipico_pobre,SI
1327,138000,7111,1143,Tipico_pobre,SI
1328,108000,7425,1668,Bueno,SI
1329,79500,9100,935,Tipico_pobre,SI
1330,153000,7010,1738,Tipico_pobre,SI
1331,109500,6130,784,Bueno,SI
1332,124000,5000,1210,Excelente,SI
1333,106900,5870,1290,Excelente,SI
1334,164900,6000,1672,Excelente,SI
1335,119000,6000,949,Excelente,SI
1336,120000,6000,1158,Tipico_pobre,SI
1337,157000,6000,1497,Excelente,SI
1338,105000,6000,1342,Excelente,SI
1339,113000,5000,1013,Excelente,SI
1340,115000,5520,1216,Tipico_pobre,SI
1341,79000,5940,896,Tipico_pobre,SI
1342,123000,6240,1136,Excelente,SI
1343,81300,6120,808,Bueno,NO
1344,162900,6240,1573,Tipico_pobre,SI
1345,150000,6240,2009,Tipico_pobre,SI
1346,123500,6120,1902,Tipico_pobre,SI
1347,129900,6120,1774,Bueno,SI
1348,128000,6155,1362,Excelente,SI
1349,68500,6324,520,Tipico_pobre,NO
1350,127000,8635,1285,Tipico_pobre,SI
1351,207000,13053,1848,Bueno,SI
1352,184000,9120,1820,Excelente,SI
1353,162500,9144,1716,Excelente,SI
1354,145000,9144,1505,Bueno,SI
1355,130000,10267,838,Excelente,SI
1356,160000,8094,1984,Bueno,SI
1357,161000,5100,1666,Tipico_pobre,SI
1358,127500,4347,1609,Excelente,SI
1359,93850,6291,768,Tipico_pobre,SI
1360,136000,10266,1536,Tipico_pobre,SI
1361,141000,6876,1969,Tipico_pobre,SI
1362,120000,10320,1308,Bueno,SI
